Estado,Fecha,Año,Mes,Temperatura,Precipitacion,Humedad,PM25,PM10,O3,NO2,SO2,CO,Poblacion,Densidad_Poblacional,Poblacion_Vulnerable_Pct,Casos_Respiratorios,Casos_Por_100k,PM25_Movil_3,PM10_Movil_3,Temp_Rezago_1,Precip_Rezago_1,Casos_Rezago_1,Riesgo_Alto
Michoacán,2020-12-01,2020,12,14.84,4.39,37.59,13.57,20.76,0.01637,0.02714,0.01044,0.853,4748846,81.04,13.2,12981,273.3506203401837,14.14333333333333,21.71666666666667,16.97,11.82,12861.0,0
Michoacán,2021-01-01,2021,1,13.89,6.22,33.65,19.11,31.14,0.02189,0.03612,0.01405,1.265,4748846,81.04,13.2,15460,325.55277640083506,16.556666666666665,28.060000000000002,14.84,4.39,12981.0,1
Michoacán,2021-02-01,2021,2,17.38,16.31,23.14,21.75,32.77,0.0237,0.03886,0.0193,1.156,4748846,81.04,13.2,13357,281.2683334014201,18.14333333333333,28.223333333333333,13.89,6.22,15460.0,0
Michoacán,2021-03-01,2021,3,17.02,14.92,45.62,15.61,23.96,0.03565,0.02287,0.01313,0.716,4748846,81.04,13.2,13132,276.5303402131802,18.82333333333333,29.290000000000003,17.38,16.31,13357.0,0
Michoacán,2021-04-01,2021,4,19.61,59.92,49.46,17.0,31.34,0.04057,0.02765,0.01442,0.649,4748846,81.04,13.2,11946,251.55585167428046,18.119999999999997,29.356666666666666,17.02,14.92,13132.0,0
Michoacán,2021-05-01,2021,5,24.38,84.44,64.45,8.09,13.6,0.0511,0.01008,0.00565,0.363,4748846,81.04,13.2,8848,186.3189499090937,13.566666666666663,22.96666666666667,19.61,59.92,11946.0,0
Michoacán,2021-06-01,2021,6,24.11,74.6,70.33,6.61,17.51,0.0541,0.01052,0.00619,0.137,4748846,81.04,13.2,9130,192.25723470502098,10.566666666666665,20.816666666666666,24.38,84.44,8848.0,0
Michoacán,2021-07-01,2021,7,27.63,107.62,85.85,10.65,23.34,0.04809,0.01758,0.0082,0.199,4748846,81.04,13.2,8772,184.71856109884382,8.449999999999998,18.150000000000002,24.11,74.6,9130.0,0
Michoacán,2021-08-01,2021,8,26.0,90.04142857142857,77.66,9.794285714285715,14.12142857142857,0.04229,0.01106,0.00658,0.251,4748846,81.04,13.2,8201,172.69458727446627,9.018095238095237,18.323809523809526,27.63,107.62,8772.0,0
Michoacán,2021-09-01,2021,9,25.69,74.5,65.1,13.76,21.29,0.0327,0.01997,0.01193,0.559,4748846,81.04,13.2,9850,207.41881290738846,11.40142857142857,19.583809523809524,26.0,90.04142857142857,8201.0,0
Michoacán,2021-10-01,2021,10,20.66,46.58857142857143,60.54,14.671428571428569,25.768571428571427,0.02577,0.01795,0.00753,0.417,4748846,81.04,13.2,10717,225.67587999273928,12.741904761904758,20.39333333333333,25.69,74.5,9850.0,0
Michoacán,2021-11-01,2021,11,17.58,29.38,40.61,16.07,29.11,0.02652,0.0268,0.01274,0.887,4748846,81.04,13.2,12252,257.99952241028666,14.83380952380952,25.38952380952381,20.66,46.58857142857143,10717.0,0
Michoacán,2021-12-01,2021,12,13.24,10.4,48.18,22.1,36.12,0.01954,0.0433,0.01933,1.213,4748846,81.04,13.2,15540,327.23739620109814,17.613809523809522,30.332857142857147,17.58,29.38,12252.0,1
Michoacán,2022-01-01,2022,1,15.61,17.01,38.96,20.5,37.13,0.01794,0.03619,0.01615,1.38,4748846,81.04,13.2,14577,306.9587853554316,19.55666666666666,34.120000000000005,13.24,10.4,15540.0,1
Michoacán,2022-02-01,2022,2,14.26,37.96,40.99,21.8,43.63,0.03247,0.03936,0.01941,1.369,4748846,81.04,13.2,15632,329.17470897140066,21.466666666666665,38.96,15.61,17.01,14577.0,1
Michoacán,2022-03-01,2022,3,18.33,42.22,43.7,20.35,42.87,0.03598,0.03292,0.01573,0.972,4748846,81.04,13.2,14837,312.43379970628655,20.88333333333333,41.21,14.26,37.96,15632.0,1
Michoacán,2022-04-01,2022,4,23.35,59.82,46.7,10.22,15.36,0.0439,0.01883,0.00662,0.295,4748846,81.04,13.2,9720,204.68130573196098,17.456666666666663,33.95333333333333,18.33,42.22,14837.0,0
Michoacán,2022-05-01,2022,5,25.14,61.21,58.94,10.04,19.42,0.04446,0.0152,0.00765,0.475,4748846,81.04,13.2,9844,207.29246642236873,13.536666666666664,25.883333333333336,23.35,59.82,9720.0,0
Michoacán,2022-06-01,2022,6,24.74,99.39,65.86,8.24,15.29,0.05377,0.00909,0.00665,0.1,4748846,81.04,13.2,9238,194.5314714353761,9.499999999999996,16.69,25.14,61.21,9844.0,0
Michoacán,2022-07-01,2022,7,26.0,108.41,66.95,8.66,5.0,0.05248,0.00956,0.00585,0.253,4748846,81.04,13.2,7815,164.56629673819702,8.979999999999995,13.23666666666667,24.74,99.39,9238.0,0
Michoacán,2022-08-01,2022,8,24.76,99.31,75.44,9.42,12.59,0.0376,0.01079,0.00592,0.326,4748846,81.04,13.2,8777,184.82384983636024,8.773333333333332,10.960000000000003,26.0,108.41,7815.0,0
Michoacán,2022-09-01,2022,9,23.63,88.13,63.47,11.14,12.21,0.03916,0.01231,0.00887,0.421,4748846,81.04,13.2,9590,201.94379855653352,9.739999999999997,9.933333333333335,24.76,99.31,8777.0,0
Michoacán,2022-10-01,2022,10,20.26,45.37,46.74,15.55,30.7,0.02839,0.02376,0.01232,0.641,4748846,81.04,13.2,12153,255.9148054074611,12.036666666666664,18.500000000000004,23.63,88.13,9590.0,0
Michoacán,2022-11-01,2022,11,19.79,13.52,47.81,17.79,34.89,0.02548,0.03101,0.01407,0.769,4748846,81.04,13.2,13348,281.07881367389047,14.826666666666663,25.933333333333337,20.26,45.37,12153.0,0
Michoacán,2022-12-01,2022,12,15.37,6.1,35.78,22.14,41.63,0.01521,0.03882,0.01851,1.046,4748846,81.04,13.2,15317,322.54151850786485,18.49333333333333,35.74,19.79,13.52,13348.0,1
Michoacán,2023-01-01,2023,1,14.54,27.73,42.85,20.28,32.11,0.02632,0.0359,0.01857,1.243,4748846,81.04,13.2,15231,320.7305522225821,20.069999999999997,36.21000000000001,15.37,6.1,15317.0,1
Michoacán,2023-02-01,2023,2,14.18,20.38,40.8,20.43,35.37,0.02738,0.03381,0.01843,1.032,4748846,81.04,13.2,15504,326.47931729097974,20.95,36.37,14.54,27.73,15231.0,1
Michoacán,2023-03-01,2023,3,17.61,32.83,37.29,20.4,39.53,0.03287,0.033,0.01864,0.887,4748846,81.04,13.2,15204,320.1619930399933,20.369999999999997,35.67,14.18,20.38,15504.0,1
Michoacán,2023-04-01,2023,4,22.03,68.37,57.24,14.82,20.11,0.03794,0.02008,0.01185,0.886,4748846,81.04,13.2,12099,254.77768704228353,18.549999999999997,31.67,17.61,32.83,15204.0,0
Michoacán,2023-05-01,2023,5,24.8,74.94,64.84,9.71,19.11,0.04443,0.01436,0.00733,0.418,4748846,81.04,13.2,9415,198.2586927434581,14.976666666666665,26.25,22.03,68.37,12099.0,0
Michoacán,2023-06-01,2023,6,24.1,98.76,75.87,8.78,22.39,0.04841,0.01401,0.00725,0.205,4748846,81.04,13.2,9631,202.80716620416834,11.103333333333332,20.53666666666667,24.8,74.94,9415.0,0
Michoacán,2023-07-01,2023,7,26.74,114.47,69.98,9.36,7.81,0.05042,0.01318,0.00644,0.148,4748846,81.04,13.2,8064,169.8096758665158,9.283333333333331,16.43666666666667,24.1,98.76,9631.0,0
Michoacán,2023-08-01,2023,8,26.63,71.73,70.32,8.8,12.36,0.03868,0.00603,0.00584,0.19,4748846,81.04,13.2,8973,188.9511683470047,8.979999999999997,14.186666666666667,26.74,114.47,8064.0,0
Michoacán,2023-09-01,2023,9,24.36,72.38,68.99,11.71,20.5,0.03044,0.01472,0.01019,0.413,4748846,81.04,13.2,9512,200.30129425127703,9.956666666666663,13.556666666666667,26.63,71.73,8973.0,0
Michoacán,2023-10-01,2023,10,20.76,58.92,67.11,17.9,33.57,0.02693,0.03099,0.01421,0.662,4748846,81.04,13.2,11876,250.08180934905027,12.80333333333333,22.143333333333334,24.36,72.38,9512.0,0
Michoacán,2023-11-01,2023,11,18.38,34.56,41.15,19.98,33.95,0.02679,0.03368,0.01542,0.79,4748846,81.04,13.2,13493,284.1321870618673,16.529999999999998,29.340000000000003,20.76,58.92,11876.0,0
Michoacán,2023-12-01,2023,12,17.03,28.65,42.74,24.58,42.94,0.02274,0.04457,0.02236,1.139,4748846,81.04,13.2,15131,318.6247774722533,20.819999999999997,36.82,18.38,34.56,13493.0,1
Michoacán,2024-01-01,2024,1,15.02,11.55,32.21,17.44,31.69,0.02131,0.0301,0.01549,0.746,4748846,81.04,13.2,14317,301.4837710045767,20.666666666666664,36.193333333333335,17.03,28.65,15131.0,1
Michoacán,2024-02-01,2024,2,14.16,36.54,42.81,16.95,36.62,0.03081,0.02721,0.01468,0.876,4748846,81.04,13.2,15005,315.97150128683893,19.656666666666666,37.083333333333336,15.02,11.55,14317.0,1
Michoacán,2024-03-01,2024,3,17.27,43.1,45.58,15.45,25.72,0.03088,0.02743,0.01403,0.762,4748846,81.04,13.2,13574,285.8378646096336,16.613333333333333,31.343333333333337,14.16,36.54,15005.0,0
Michoacán,2024-04-01,2024,4,21.53,43.39,58.31,17.1,39.12,0.04398,0.02782,0.01448,0.736,4748846,81.04,13.2,12045,253.64056867710596,16.499999999999996,33.82,17.27,43.1,13574.0,0
Michoacán,2024-05-01,2024,5,23.28,87.45,65.43,13.03,26.53,0.04315,0.01772,0.00929,0.355,4748846,81.04,13.2,10828,228.01328996560426,15.193333333333333,30.456666666666667,21.53,43.39,12045.0,0
Michoacán,2024-06-01,2024,6,25.67,73.0,66.07,8.27,9.69,0.0483,0.00985,0.00617,0.272,4748846,81.04,13.2,9075,191.09905859234013,12.799999999999997,25.11333333333334,23.28,87.45,10828.0,0
Michoacán,2024-07-01,2024,7,29.0,105.91,64.04,11.76,17.26,0.04741,0.01108,0.00735,0.276,4748846,81.04,13.2,9696,204.17591979188208,11.019999999999996,17.82666666666667,25.67,73.0,9075.0,0
Michoacán,2024-08-01,2024,8,27.59,92.36,76.55,9.65,8.42,0.04002,0.01238,0.00736,0.339,4748846,81.04,13.2,8855,186.46635414161673,9.89333333333333,11.790000000000006,29.0,105.91,9696.0,0
Michoacán,2024-09-01,2024,9,23.26,86.95,65.26,10.47,13.52,0.03072,0.01492,0.00709,0.465,4748846,81.04,13.2,10689,225.08626306264722,10.626666666666665,13.066666666666672,27.59,92.36,8855.0,0
Michoacán,2024-10-01,2024,10,20.6,34.71,50.93,11.36,18.99,0.03029,0.01646,0.01005,0.517,4748846,81.04,13.2,11454,241.19543990266268,10.49333333333333,13.643333333333338,23.26,86.95,10689.0,0
Michoacán,2024-11-01,2024,11,18.62,41.13,46.32,22.43,40.99,0.02115,0.03444,0.01962,0.891,4748846,81.04,13.2,14135,297.65126095897824,14.75333333333333,24.500000000000004,20.6,34.71,11454.0,1
Michoacán,2024-12-01,2024,12,14.65,27.08,32.66,17.68,26.69,0.01536,0.03341,0.01503,0.878,4748846,81.04,13.2,14744,310.47542918848075,17.156666666666663,28.890000000000004,18.62,41.13,14135.0,1
Michoacán,2025-01-01,2025,1,15.11,27.45,31.42,20.87,38.87,0.01986,0.03758,0.01839,0.939,4748846,81.04,13.2,15497,326.33191305845673,20.326666666666664,35.51666666666667,14.65,27.08,14744.0,1
Michoacán,2025-02-01,2025,2,16.86,3.26,38.11,20.54,34.82,0.03144,0.03634,0.01698,1.149,4748846,81.04,13.2,15253,321.1938226676544,19.696666666666662,33.46000000000001,15.11,27.45,15497.0,1
Michoacán,2025-03-01,2025,3,18.12,22.51,40.16,22.36,46.96,0.03142,0.03798,0.01891,0.972,4748846,81.04,13.2,15237,320.8568987076018,21.256666666666664,40.216666666666676,16.86,3.26,15253.0,1
Michoacán,2025-04-01,2025,4,19.82,50.1,47.97,14.62,36.35,0.04701,0.02202,0.01163,0.473,4748846,81.04,13.2,12379,260.67385634320425,19.17333333333333,39.37666666666667,18.12,22.51,15237.0,0
Michoacán,2025-05-01,2025,5,21.66,56.59,61.3,10.27,17.49,0.05102,0.01317,0.00911,0.295,4748846,81.04,13.2,11033,232.33012820377837,15.749999999999995,33.60000000000001,19.82,50.1,12379.0,0
Michoacán,2025-06-01,2025,6,28.77,99.85,73.17,8.78,20.62,0.05311,0.01253,0.00519,0.232,4748846,81.04,13.2,9201,193.7523347777544,11.22333333333333,24.820000000000004,21.66,56.59,11033.0,0
Michoacán,2025-07-01,2025,7,28.04,103.74,71.81,13.35,29.81,0.04393,0.01683,0.01014,0.451,4748846,81.04,13.2,10407,219.14797826671995,10.799999999999997,22.640000000000004,28.77,99.85,9201.0,0
Michoacán,2025-08-01,2025,8,24.21,105.35,70.53,12.47,19.84,0.03782,0.01408,0.00791,0.248,4748846,81.04,13.2,11027,232.20378171875862,11.533333333333331,23.423333333333336,28.04,103.74,10407.0,0
Michoacán,2025-09-01,2025,9,22.85,57.12,55.25,12.17,16.13,0.03103,0.01516,0.00854,0.355,4748846,81.04,13.2,10739,226.13915043781162,12.663333333333332,21.926666666666673,24.21,105.35,11027.0,0
Michoacán,2025-10-01,2025,10,19.67,39.93,56.4,13.87,20.24,0.02474,0.02003,0.01082,0.682,4748846,81.04,13.2,12660,266.5910833916282,12.836666666666664,18.736666666666668,22.85,57.12,10739.0,0
Michoacán,2025-11-01,2025,11,17.19,29.24,48.87,17.21,26.57,0.01879,0.02727,0.01323,0.871,4748846,81.04,13.2,14234,299.73597796180377,14.416666666666664,20.980000000000004,19.67,39.93,12660.0,1
Michoacán,2025-12-01,2025,12,15.21,37.28,35.86,22.26,32.93,0.02211,0.03939,0.02037,0.959,4748846,81.04,13.2,14866,313.0444743838819,17.779999999999998,26.580000000000002,17.19,29.24,14234.0,1
Michoacán,2026-01-01,2026,1,15.61,41.66,39.86,18.86,34.67,0.0226,0.0323,0.01519,1.132,4748846,81.04,13.2,15048,316.87698442948033,19.44333333333333,31.390000000000004,15.21,37.28,14866.0,1
Michoacán,2026-02-01,2026,2,15.61,17.65,39.85,20.1,32.79,0.02802,0.03127,0.01945,0.987,4748846,81.04,13.2,15727,331.175194984213,20.406666666666666,33.46333333333334,15.61,41.66,15048.0,1
Michoacán,2026-03-01,2026,3,17.71,38.0,41.91,19.23,39.11,0.03039,0.0326,0.01719,0.782,4748846,81.04,13.2,14408,303.4000260273759,19.396666666666665,35.52333333333334,15.61,17.65,15727.0,1
Michoacán,2026-04-01,2026,4,20.12,60.72,51.23,16.33,29.62,0.04747,0.02261,0.01482,0.509,4748846,81.04,13.2,13067,275.1615866254665,18.55333333333333,33.84,17.71,38.0,14408.0,0
Michoacán,2026-05-01,2026,5,24.44,76.19,58.96,11.42,17.7,0.04829,0.01665,0.0083,0.339,4748846,81.04,13.2,10131,213.33603995581242,15.659999999999997,28.810000000000006,20.12,60.72,13067.0,0
Morelos,2018-01-01,2018,1,16.13,38.48,36.48,23.24,47.92,0.01785,0.04243,0.01974,1.395,1971520,404.08,13.5,6272,318.130173673105,23.24,47.92,16.13,38.48,6272.0,1
Morelos,2018-02-01,2018,2,16.17,35.25,36.57,19.03,37.15,0.02459,0.03294,0.01424,0.807,1971520,404.08,13.5,6083,308.54366174322354,21.134999999999998,42.535,16.13,38.48,6272.0,1
Morelos,2018-03-01,2018,3,19.26,18.39,49.86,14.19,31.27,0.03092,0.02327,0.01254,0.671,1971520,404.08,13.5,4751,240.98157766596333,18.82,38.78,16.17,35.25,6083.0,0
Morelos,2018-04-01,2018,4,21.44,39.44,57.39,10.26,19.74,0.04579,0.01228,0.00778,0.561,1971520,404.08,13.5,4505,228.5038954715144,14.493333333333332,29.386666666666667,19.26,18.39,4751.0,0
Morelos,2018-05-01,2018,5,26.27,88.18,63.95,15.26,21.86,0.04737,0.02195,0.01111,0.734,1971520,404.08,13.5,3784,191.93312773900342,13.236666666666666,24.290000000000003,21.44,39.44,4505.0,0
Morelos,2018-06-01,2018,6,28.63,95.02,70.71,6.33,17.62,0.05341,0.00866,0.0046,0.1,1971520,404.08,13.5,3479,176.46283070930042,10.616666666666667,19.74,26.27,88.18,3784.0,0
Morelos,2018-07-01,2018,7,28.46,101.34,78.77,10.76,21.62,0.04913,0.01286,0.00687,0.285,1971520,404.08,13.5,3536,179.35400097386787,10.783333333333333,20.366666666666667,28.63,95.02,3479.0,0
Morelos,2018-08-01,2018,8,26.37166666666667,80.08166666666666,64.81,9.578333333333333,13.206666666666665,0.03853,0.01956,0.01229,0.432,1971520,404.08,13.5,3783,191.8824054536601,8.889444444444445,17.482222222222223,28.46,101.34,3536.0,0
Morelos,2018-09-01,2018,9,25.28,71.86,59.31,13.07,31.09,0.03066,0.01856,0.01139,0.515,1971520,404.08,13.5,4161,211.05542931342313,11.136111111111111,21.972222222222225,26.37166666666667,80.08166666666666,3783.0,0
Morelos,2018-10-01,2018,10,21.27,68.46,54.68,16.76,31.15,0.02515,0.0283,0.0144,0.757,1971520,404.08,13.5,4715,239.15557539360495,13.136111111111113,25.148888888888887,25.28,71.86,4161.0,0
Morelos,2018-11-01,2018,11,20.14,16.25,48.48,21.28,39.94,0.01746,0.03342,0.01913,1.057,1971520,404.08,13.5,5313,269.4875020288914,17.03666666666667,34.06,21.27,68.46,4715.0,0
Morelos,2018-12-01,2018,12,16.91,42.86,25.21,21.87,35.22,0.01896,0.03732,0.01783,1.082,1971520,404.08,13.5,6198,314.37672455770166,19.970000000000002,35.43666666666667,20.14,16.25,5313.0,1
Morelos,2019-01-01,2019,1,14.09,8.84,37.44,22.4,44.62,0.02509,0.03991,0.01918,1.268,1971520,404.08,13.5,6225,315.74622626197043,21.849999999999998,39.92666666666666,16.91,42.86,6198.0,1
Morelos,2019-02-01,2019,2,16.24,23.08,39.37,21.51,41.14,0.02832,0.03862,0.01901,0.932,1971520,404.08,13.5,5559,281.9651842233404,21.926666666666666,40.32666666666667,14.09,8.84,6225.0,0
Morelos,2019-03-01,2019,3,17.11,31.35,38.33,20.47,43.83,0.03581,0.03546,0.01836,0.884,1971520,404.08,13.5,5725,290.38508359032625,21.459999999999997,43.19666666666666,16.24,23.08,5559.0,0
Morelos,2019-04-01,2019,4,20.7,55.57,58.61,17.45,26.58,0.04624,0.02419,0.01421,0.58,1971520,404.08,13.5,4947,250.92314559324785,19.810000000000002,37.18333333333333,17.11,31.35,5725.0,0
Morelos,2019-05-01,2019,5,25.37,60.64,66.76,11.59,24.56,0.04614,0.01706,0.00882,0.38,1971520,404.08,13.5,3855,195.5344099983769,16.503333333333334,31.656666666666666,20.7,55.57,4947.0,0
Morelos,2019-06-01,2019,6,24.74,87.67,67.8,8.56,13.94,0.05027,0.01023,0.00476,0.39,1971520,404.08,13.5,3675,186.40439863658497,12.533333333333333,21.69333333333333,25.37,60.64,3855.0,0
Morelos,2019-07-01,2019,7,28.33,84.12,78.58,9.71,21.2,0.04679,0.01665,0.00704,0.208,1971520,404.08,13.5,4254,215.77260185034896,9.953333333333333,19.9,24.74,87.67,3675.0,0
Morelos,2019-08-01,2019,8,27.23,69.31,69.13,10.86,13.55,0.04464,0.01395,0.00842,0.222,1971520,404.08,13.5,3946,200.15013796461614,9.71,16.23,28.33,84.12,4254.0,0
Morelos,2019-09-01,2019,9,26.24,83.86,63.42,15.98,27.61,0.03839,0.01919,0.01282,0.45,1971520,404.08,13.5,3858,195.68657685440678,12.183333333333332,20.786666666666665,27.23,69.31,3946.0,0
Morelos,2019-10-01,2019,10,19.29,36.83,61.64,16.5,22.44,0.02673,0.02218,0.01326,0.751,1971520,404.08,13.5,5133,260.35749066709946,14.446666666666665,21.2,26.24,83.86,3858.0,0
Morelos,2019-11-01,2019,11,17.64,15.9,39.37,17.6,31.65,0.02372,0.03094,0.01484,0.852,1971520,404.08,13.5,5410,274.4075637071904,16.69333333333333,27.23333333333333,19.29,36.83,5133.0,0
Morelos,2019-12-01,2019,12,17.28,23.83,33.46,23.06,37.84,0.02052,0.03804,0.0212,1.399,1971520,404.08,13.5,5840,296.21814640480443,19.05333333333333,30.643333333333334,17.64,15.9,5410.0,1
Morelos,2020-01-01,2020,1,15.75,14.53,31.12,22.1,33.68,0.02233,0.04021,0.01898,1.031,1971520,404.08,13.5,6220,315.492614835254,20.92,34.39,17.28,23.83,5840.0,1
Morelos,2020-02-01,2020,2,16.44,10.36,38.44,23.49,37.35,0.02334,0.04254,0.02127,1.134,1971520,404.08,13.5,6203,314.6303359844181,22.883333333333336,36.29,15.75,14.53,6220.0,1
Morelos,2020-03-01,2020,3,18.28,43.83,46.41,18.85,32.86,0.03532,0.02804,0.01571,0.776,1971520,404.08,13.5,5713,289.7764161662068,21.48,34.63,16.44,10.36,6203.0,0
Morelos,2020-04-01,2020,4,21.22,36.63,48.44,19.92,42.11,0.04288,0.02831,0.01627,0.621,1971520,404.08,13.5,5441,275.97995455283234,20.753333333333334,37.44,18.28,43.83,5713.0,0
Morelos,2020-05-01,2020,5,25.56,81.75,67.7,13.24,26.17,0.04661,0.01687,0.01035,0.466,1971520,404.08,13.5,4385,222.41722123031977,17.33666666666667,33.71333333333334,21.22,36.63,5441.0,0
Morelos,2020-06-01,2020,6,26.29,82.71,66.55,13.7,21.95,0.04983,0.0167,0.01031,0.543,1971520,404.08,13.5,3913,198.47630254828763,15.62,30.076666666666664,25.56,81.75,4385.0,0
Morelos,2020-07-01,2020,7,25.69,81.79,74.75,8.57,13.19,0.04597,0.00615,0.00739,0.2,1971520,404.08,13.5,3670,186.15078720986853,11.836666666666666,20.436666666666667,26.29,82.71,3913.0,0
Morelos,2020-08-01,2020,8,27.45,95.84,79.74,9.46,5.0,0.0474,0.01094,0.00553,0.379,1971520,404.08,13.5,3357,170.27471189741925,10.576666666666666,13.38,25.69,81.79,3670.0,0
Morelos,2020-09-01,2020,9,26.51,83.06,60.5,9.47,15.48,0.03204,0.01383,0.00744,0.203,1971520,404.08,13.5,3552,180.1655575393605,9.166666666666668,11.223333333333334,27.45,95.84,3357.0,0
Morelos,2020-10-01,2020,10,22.8,47.11,57.23,16.58,30.52,0.0309,0.02865,0.0123,0.687,1971520,404.08,13.5,4467,226.5764486284694,11.836666666666666,17.0,26.51,83.06,3552.0,0
Morelos,2020-11-01,2020,11,18.26,22.63,50.61,19.43,35.98,0.02456,0.03281,0.01606,1.022,1971520,404.08,13.5,5271,267.35716604447333,15.159999999999998,27.326666666666664,22.8,47.11,4467.0,0
Morelos,2020-12-01,2020,12,16.35,14.16,32.25,20.23,30.5,0.01631,0.03478,0.01943,0.903,1971520,404.08,13.5,5893,298.90642752799874,18.746666666666666,32.333333333333336,18.26,22.63,5271.0,1
Morelos,2021-01-01,2021,1,15.19,3.07,35.05,19.34,38.09,0.02596,0.03462,0.0172,0.874,1971520,404.08,13.5,6247,316.8621165395228,19.666666666666668,34.85666666666666,16.35,14.16,5893.0,1
Morelos,2021-02-01,2021,2,14.84,13.93,39.66,25.0,41.23,0.02889,0.04711,0.02192,1.322,1971520,404.08,13.5,6901,350.03449115403345,21.52333333333333,36.60666666666667,15.19,3.07,6247.0,1
Morelos,2021-03-01,2021,3,20.75,15.21,45.52,15.81,33.08,0.03832,0.02622,0.01317,0.83,1971520,404.08,13.5,4887,247.87980847265052,20.05,37.46666666666666,14.84,13.93,6901.0,0
Morelos,2021-04-01,2021,4,18.85,42.88,53.69,12.9,26.63,0.04459,0.01957,0.01103,0.45,1971520,404.08,13.5,5252,266.39344262295083,17.903333333333332,33.64666666666667,20.75,15.21,4887.0,0
Morelos,2021-05-01,2021,5,22.35,75.25,64.76,6.99,5.0,0.04411,0.00995,0.00502,0.209,1971520,404.08,13.5,4116,208.77292647297514,11.9,21.569999999999997,18.85,42.88,5252.0,0
Morelos,2021-06-01,2021,6,26.92,108.73,75.42,14.67,28.03,0.04556,0.02079,0.01137,0.505,1971520,404.08,13.5,4346,220.4390521019315,11.520000000000001,19.886666666666667,22.35,75.25,4116.0,0
Morelos,2021-07-01,2021,7,27.84,79.23,77.28,14.1,25.62,0.04842,0.01896,0.01069,0.498,1971520,404.08,13.5,4072,206.54114591787047,11.92,19.55,26.92,108.73,4346.0,0
Morelos,2021-08-01,2021,8,26.37166666666667,80.08166666666666,72.65,9.578333333333333,13.206666666666665,0.03952,0.01146,0.00569,0.291,1971520,404.08,13.5,3799,192.69396201915274,12.782777777777776,22.285555555555558,27.84,79.23,4072.0,0
Morelos,2021-09-01,2021,9,23.7,70.27,69.02,10.56,28.72,0.03697,0.01255,0.00832,0.431,1971520,404.08,13.5,4529,229.7212303197533,11.412777777777777,22.515555555555554,26.37166666666667,80.08166666666666,3799.0,0
Morelos,2021-10-01,2021,10,22.0,59.67,53.07,15.83,22.76,0.02864,0.02871,0.01217,0.625,1971520,404.08,13.5,4496,228.0473949034248,11.989444444444445,21.56222222222222,23.7,70.27,4529.0,0
Morelos,2021-11-01,2021,11,18.1,24.21,41.52,18.66,27.38,0.01786,0.03084,0.01505,0.821,1971520,404.08,13.5,5508,279.3783476708327,15.016666666666666,26.286666666666665,22.0,59.67,4496.0,0
Morelos,2021-12-01,2021,12,15.06,32.33,45.06,25.17,38.94,0.0227,0.04796,0.02411,1.251,1971520,404.08,13.5,6391,324.1661256289563,19.886666666666667,29.69333333333333,18.1,24.21,5508.0,1
Morelos,2022-01-01,2022,1,16.75,28.8,28.81,19.31,35.72,0.02178,0.03448,0.01476,1.0,1971520,404.08,13.5,6183,313.61589027755235,21.046666666666667,34.01333333333333,15.06,32.33,6391.0,1
Morelos,2022-02-01,2022,2,17.43,33.5,35.32,23.07,37.03,0.02801,0.03883,0.01957,1.184,1971520,404.08,13.5,6312,320.15906508683656,22.516666666666666,37.23,16.75,28.8,6183.0,1
Morelos,2022-03-01,2022,3,17.93,32.16,48.43,10.82,20.55,0.0341,0.01707,0.01019,0.487,1971520,404.08,13.5,5111,259.24160038954716,17.733333333333334,31.099999999999998,17.43,33.5,6312.0,0
Morelos,2022-04-01,2022,4,23.81,61.97,53.46,12.33,22.08,0.04165,0.01767,0.01124,0.5,1971520,404.08,13.5,4787,242.8075799383217,15.406666666666666,26.55333333333333,17.93,32.16,5111.0,0
Morelos,2022-05-01,2022,5,26.22,58.38,72.3,6.86,16.6,0.04742,0.00709,0.00528,0.177,1971520,404.08,13.5,3686,186.96234377536115,10.003333333333334,19.743333333333336,23.81,61.97,4787.0,0
Morelos,2022-06-01,2022,6,27.5,70.6,65.08,10.9,7.77,0.04966,0.01422,0.00868,0.281,1971520,404.08,13.5,3449,174.9411621490018,10.03,15.483333333333334,26.22,58.38,3686.0,0
Morelos,2022-07-01,2022,7,27.08,89.4,73.92,9.52,8.24,0.05278,0.01081,0.00594,0.424,1971520,404.08,13.5,3572,181.18000324622625,9.093333333333332,10.87,27.5,70.6,3449.0,0
Morelos,2022-08-01,2022,8,26.89,77.49,74.37,9.23,5.53,0.04355,0.01269,0.00868,0.352,1971520,404.08,13.5,3594,182.2958935237786,9.883333333333333,7.18,27.08,89.4,3572.0,0
Morelos,2022-09-01,2022,9,26.74,70.9,57.18,9.15,13.62,0.03686,0.01039,0.00791,0.357,1971520,404.08,13.5,3831,194.31707515013798,9.299999999999999,9.13,26.89,77.49,3594.0,0
Morelos,2022-10-01,2022,10,21.47714285714286,47.29571428571428,56.55,15.768571428571429,26.705714285714286,0.02272,0.02663,0.01155,0.798,1971520,404.08,13.5,4840,245.49586106151597,11.382857142857143,15.285238095238094,26.74,70.9,3831.0,0
Morelos,2022-11-01,2022,11,20.37,11.24,39.26,20.0,30.73,0.01799,0.03528,0.01725,0.888,1971520,404.08,13.5,5495,278.7189579613699,14.972857142857142,23.685238095238095,21.47714285714286,47.29571428571428,4840.0,0
